emotion,feature_id,natural_scale,dose,absolute_delta,word,sentence,word_present,word_count,trigram_repetition,generation_seconds_for_dose,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral,predicted_label,hartmann_anger,hartmann_disgust,hartmann_fear,hartmann_joy,hartmann_neutral,hartmann_sadness,hartmann_surprise,hartmann_predicted_label
anger,5307,10.8125,0.0,0.0,houseguest,"My houseguest left without saying goodbye, leaving a mess in the kitchen.",True,12,0.0,7.314727067947388,0.0015590190887451,0.0009444765164516,0.0406403727829456,0.2217962145805359,0.0101210447028279,0.001738563645631,0.0016505803214386,0.0009849871275946,0.0052353339269757,0.1285722255706787,0.0171345565468072,0.1086454689502716,0.0311255473643541,0.0009831936331465,0.0057245232164859,0.0014211228117346,0.0031720644328743,0.0014192294329404,0.0016375194536522,0.0027600834146142,0.0012677622726187,0.0008983570151031,0.015801802277565,0.0012018976267427,0.0088804829865694,0.1193484738469123,0.000922955921851,0.2595924735069275,neutral,0.0390962846577167,0.8498953580856323,0.003260898636654,0.002158171031624,0.0447152890264987,0.0568715296685695,0.0040024416521191,disgust
anger,5307,10.8125,0.0,0.0,endorse,The celebrity decided to endorse the eco-friendly product after learning about its positive impact on the environment.,True,17,0.0,7.314727067947388,0.1113385036587715,0.0007347790524363,0.0006770906038582,0.0034518563188612,0.6995804905891418,0.0064587392844259,0.0014745199587196,0.0008051754557527,0.0023502323310822,0.0021473639644682,0.004668332170695,0.000965351529885,0.0005743357469327,0.003766365814954,0.0006911936216056,0.0044391481205821,0.0004461054340936,0.0055554015561938,0.0062141972593963,0.0005112598300911,0.0165888592600822,0.0059090293943881,0.0439019724726676,0.0051022698171436,0.00070399424294,0.0009218269842676,0.0009421854629181,0.2602022290229797,approval,0.0181063842028379,0.1567344516515731,0.0023353276774287,0.2361804395914077,0.5688194632530212,0.0100690890103578,0.0077548208646476,neutral
anger,5307,10.8125,0.0,0.0,zenith,"The sun reached its zenith, casting a blinding glow over the desert landscape.",True,13,0.0,7.314727067947388,0.380717784166336,0.0025951822753995,0.0008628264185972,0.0023293674457818,0.1064713299274444,0.0053815064020454,0.001010637381114,0.0011022514663636,0.0022510041017085,0.0012186726089566,0.0013527559349313,0.0005941310082562,0.0003578727482818,0.0309562142938375,0.0011724164942279,0.0028359768912196,0.0005712991114705,0.1128736361861229,0.0056524821557104,0.0007431686972267,0.0079620741307735,0.0090035181492567,0.0097939148545265,0.0052067027427256,0.0002719387994147,0.0012906233314424,0.0011426018318161,0.2767410278320312,admiration,0.1671850681304931,0.4878581762313843,0.0542013980448246,0.0138974469155073,0.137801244854927,0.1190907135605812,0.0199660286307334,disgust
anger,5307,10.8125,0.0,0.0,seminar,The professor announced a special seminar on climate change for next Tuesday.,True,12,0.0,7.314727067947388,0.0058585051447153,0.0028085128869861,0.000458766153315,0.0029183214064687,0.0457248762249946,0.0009469981305301,0.0028328637126833,0.004404763225466,0.0021462871227413,0.0019338864367455,0.0009999531321227,0.0008794072200544,0.0004806311335414,0.0209778640419244,0.0011269999668002,0.0011634008260443,0.0003206190594937,0.0054556792601943,0.0012624707305803,0.0006167716346681,0.0073225907981395,0.0007253260118886,0.0177892185747623,0.0008514543878845,0.0003444636531639,0.0010943317320197,0.0030249315313994,0.9062598943710328,neutral,0.0097346901893615,0.0410681776702404,0.0039770575240254,0.573205292224884,0.3331212997436523,0.0121657028794288,0.0267277900129556,joy
anger,5307,10.8125,0.0,0.0,associate,She decided to associate with the local environmental group to support community sustainability efforts.,True,14,0.0,7.314727067947388,0.0100391525775194,0.000470941333333,0.0004767248756252,0.0035296666901558,0.2381528913974762,0.0058535947464406,0.0015545564237982,0.000776803237386,0.006645212881267,0.0035809064283967,0.0053057386539876,0.0007701555732637,0.000282739434624,0.0013867380330339,0.0005615549744106,0.0018968090880662,0.0003201477520633,0.0013892435235902,0.0013482376234605,0.0004364271881058,0.0181831568479537,0.001081668306142,0.0312278345227241,0.0017526294104754,0.0006096209399402,0.001360010006465,0.000363897299394,0.8032732009887695,neutral,0.0264278184622526,0.0341399200260639,0.0050677522085607,0.4262125194072723,0.4598532021045685,0.0405831858515739,0.0077155837789177,neutral
anger,5307,10.8125,0.0,0.0,friar,"The friar offered words of comfort to the grieving family, reminding them of the hope found in faith.",True,18,0.0,7.314727067947388,0.0168014094233512,0.0011781208449974,0.0014114105142652,0.0047039855271577,0.0516700968146324,0.6204851269721985,0.0019636894576251,0.0022077984176576,0.0159339196979999,0.0311589259654283,0.0119768697768449,0.0011438875226303,0.001062948256731,0.0024734453763812,0.0052849473431706,0.0128240277990698,0.0168327167630195,0.011331059038639,0.0125659955665469,0.0096735646948218,0.118398331105709,0.0029400100465863,0.0132816536352038,0.021323150023818,0.0161080043762922,0.3115204274654388,0.0013433204730972,0.1054945364594459,caring,0.0040214667096734,0.0183973833918571,0.0068426993675529,0.2260946333408355,0.1891101002693176,0.5485162734985352,0.0070174597203731,sadness
anger,5307,10.8125,0.0,0.0,foothold,The climber carefully searched for a secure foothold as she ascended the rugged cliff face.,True,15,0.0,7.314727067947388,0.0406659021973609,0.0004911119467578,0.0009628449333831,0.0045681474730372,0.0749534219503402,0.0127204563468694,0.0013175305211916,0.0008785248501226,0.0022516704630106,0.0046033542603254,0.0050438679754734,0.0013396325521171,0.0004786881618201,0.0013441790360957,0.0026604863815009,0.0031647814903408,0.0006463865283876,0.0013990419683977,0.0012286122655496,0.0009345346479676,0.007148225326091,0.0013616040814667,0.014390354976058,0.0016076610190793,0.0005876866634935,0.0030755742918699,0.000456010660855,0.8558509945869446,neutral,0.0185552239418029,0.0249977651983499,0.7277916669845581,0.006697011180222,0.2024083435535431,0.0110394293442368,0.0085105802863836,fear
anger,5307,10.8125,0.0,0.0,proportion,The recipe requires a precise proportion of flour to water to achieve the right consistency.,True,15,0.0,7.314727067947388,0.0039275307208299,0.000614074699115,0.0006178347975946,0.0058320509269833,0.1034401878714561,0.0023051295429468,0.002494515152648,0.001277521951124,0.0030745672993361,0.002292736666277,0.0056329700164496,0.0010770885273814,0.0002513377112336,0.0009145347867161,0.0005144912865944,0.0006331226904876,0.0001529398869024,0.0005623783217743,0.0008795543108135,0.0002665215579327,0.0095132607966661,0.000318825856084,0.0205286554992198,0.0004687175096478,0.0002644649357534,0.0006958880112506,0.0004371062095742,0.8918023705482483,neutral,0.0082782572135329,0.0152796255424618,0.0020558168180286,0.0039103552699089,0.9591519832611084,0.0033397190272808,0.0079842591658234,neutral
anger,5307,10.8125,0.0,0.0,audacity,"With remarkable audacity, she stood before the crowd and challenged the very foundation of the outdated tradition.",True,17,0.0,7.314727067947388,0.9394073486328124,0.0013325599720701,0.001753817894496,0.0053671230562031,0.0375838689506053,0.0014929658500477,0.0019541217479854,0.0028727329336106,0.0012002787552773,0.0051246820949018,0.0068448763340711,0.0015978825977072,0.0007175362552516,0.0057101207785308,0.000927684130147,0.0091423690319061,0.0005205509951338,0.0017749960534274,0.0010902206413447,0.0002121317666023,0.0070030628703534,0.0045589501969516,0.0085067534819245,0.000720101292245,0.0004097064957022,0.0018685306422412,0.0062404284253716,0.043125607073307,admiration,0.0185276716947555,0.0170356705784797,0.1235851943492889,0.0463034287095069,0.0860132649540901,0.0027152299880981,0.7058196067810059,surprise
anger,5307,10.8125,0.0,0.0,audition,"She nervously prepared for her audition, knowing it could be the start of her acting career.",True,16,0.0,7.314727067947388,0.0052289478480815,0.0076471366919577,0.00215111579746,0.0074985027313232,0.0274003874510526,0.0280559472739696,0.0144160026684403,0.0088577764108777,0.0042078983969986,0.0085405865684151,0.0024284869432449,0.0036842052359133,0.0098787732422351,0.0285392124205827,0.3222471475601196,0.0013076923787593,0.003882956225425,0.0174939297139644,0.0037637329660356,0.2932382822036743,0.005066757556051,0.0027171205729246,0.0260786395519971,0.0097818672657012,0.0030361372046172,0.0252045858651399,0.0064648524858057,0.3442571461200714,neutral,0.0011168316705152,0.0014291866682469,0.9881977438926696,0.0028764666058123,0.0034032315015792,0.0011111861094832,0.0018654529703781,fear
